Bot Index,Bot Task,Bot,gpt-4o-2024-11-20
628,Bean49Bot,Bean49Bot,Other
629,Beastie Bot,Beastie Bot,Operational
630,BeepBot,BeepBot,Operational
631,BegbertsBot,BegbertsBot,Other
632,Bellezzasolo Bot,Bellezzasolo Bot,Information provision
633,BendelacBOT,BendelacBOT,Interwiki
634,Bender the Bot 4,Bender the Bot,Operational
635,Bender the Bot 7,Bender the Bot,Operational
636,Bender the Bot,Bender the Bot,Operational
637,Bender the Bot 8,Bender the Bot,Operational
638,Bender the Bot 3,Bender the Bot,Operational
639,Bender the Bot 6,Bender the Bot,Operational
640,Bender the Bot 2,Bender the Bot,Operational
641,Bender the Bot 5,Bender the Bot,Operational
642,BenjBot,BenjBot,Operational
643,BennieBot,BennieBot,Other
644,BenoniBot,BenoniBot,Interwiki
645,BenoniBot~enwiki,BenoniBot~enwiki,Interwiki
646,BenzolBot,BenzolBot,Interwiki
647,BepBot,BepBot,Interwiki
648,BernsteinBot,BernsteinBot,Information provision
649,Bersibot,Bersibot,Interwiki
650,BetBot,BetBot,Interwiki
651,BetBot~enwiki,BetBot~enwiki,Interwiki
652,BetacommandBot,BetacommandBot,Task allocation
653,BetacommandBot 3,BetacommandBot,Exception management
654,BetacommandBot 2,BetacommandBot,Task division
655,BetacommandBot Follower,BetacommandBot Follower,Exception management
656,BetacommandBot Task 7,BetacommandBot Task,Operational
657,BetaxTheBot,BetaxTheBot,Exception management
658,BezkingBot,BezkingBot,Operational
659,BezkingBot-Link,BezkingBot-Link,Operational
660,Bibcode Bot,Bibcode Bot,Operational
661,Bibcode Bot 2,Bibcode Bot,Operational
662,Bikabot,Bikabot,Operational
663,BinguBot,BinguBot,Operational
664,BioLinkBot,BioLinkBot,Operational
665,BioPhotoBot,BioPhotoBot,Operational
666,BirthdayBot,BirthdayBot,Reward provision
667,Bitbotje,Bitbotje,Other
668,BlackDart,BlackDart,Other
669,BlackDemon2,BlackDemon2,Other
670,BlackMarikBot,BlackMarikBot,Interwiki
671,BlackWidowMovie0-BOT,BlackWidowMovie0-BOT,Other
672,BlackpoolFCBot,BlackpoolFCBot,Operational
673,Blakebot,Blakebot,Operational
674,BlakesBot,BlakesBot,Operational
675,BlevintronBot,BlevintronBot,Operational
676,BllasaeBot,BllasaeBot,Exception management
677,Blood Oath Bot,Blood Oath Bot,Operational
678,Blow of Light,Blow of Light,Other
679,BlueRobot~enwiki,BlueRobot~enwiki,Interwiki
680,Bluebot,Bluebot,Operational
681,BoBot,BoBot,Task division
682,BobbyBot,BobbyBot,Exception management
683,Bobergerbot,Bobergerbot,Other
684,Bocianski.bot,Bocianski.bot,Interwiki
685,BodhisattvaBot,BodhisattvaBot,Interwiki
686,BogBot 2,BogBot,Operational
687,BogBot 3,BogBot,Operational
688,BogBot,BogBot,Operational
689,BogBot 5,BogBot,Operational
690,Bogdan Bot,Bogdan Bot,Operational
691,BokimBot,BokimBot,Interwiki
692,BolatbekBot,BolatbekBot,Other
693,Bolling26,Bolling26,Operational
694,Bollins Cerrname,Bollins Cerrname,Other
695,Bonabot,Bonabot,Other
696,Bookbot,Bookbot,Operational
697,BorgardeBot,BorgardeBot,Task allocation
698,BoricuaBot,BoricuaBot,Task allocation
699,Bot FH,Bot FH,Operational
700,Bot for Justice,Bot for Justice,Task division
701,Bot van der Hoorn,Bot van der Hoorn,Other
702,Bot-Schafter,Bot-Schafter,Interwiki
703,Bot-chan-II,Bot-chan-II,Interwiki
704,Bot-chan~enwiki,Bot-chan~enwiki,Other
705,Bot0612 4,Bot0612,Operational
706,Bot0612 7,Bot0612,Operational
707,Bot0612 5,Bot0612,Operational
708,Bot0612 9,Bot0612,Information provision
709,Bot0612 2,Bot0612,Task division
710,Bot0612 6,Bot0612,Operational
711,Bot0612 11,Bot0612,Task allocation
712,Bot0612,Bot0612,Operational
713,Bot0612 10,Bot0612,Task allocation
714,Bot0612 3,Bot0612,Operational
715,Bot0612 8,Bot0612,Information provision
716,Bot0811,Bot0811,Operational
717,Bot1058 6,Bot1058,Operational
718,Bot1058 2,Bot1058,Operational
719,Bot1058 3,Bot1058,Task allocation
720,Bot1058 5,Bot1058,Operational
721,Bot1058 7,Bot1058,Operational
722,Bot1058 8,Bot1058,Operational
723,Bot1058,Bot1058,Operational
724,Bot1058 4,Bot1058,Operational
725,Bot11598 2,Bot11598,Exception management
726,Bot11598,Bot11598,Exception management
727,Bot24,Bot24,Operational
728,Bot523 2,Bot523,Operational
729,Bot523,Bot523,Operational
730,BotChristophe,BotChristophe,Other
731,BotCompuGeek,BotCompuGeek,Task allocation
732,BotKung,BotKung,Interwiki
733,BotMultichill 5,BotMultichill,Operational
734,BotMultichill 3,BotMultichill,Interwiki
735,BotMultichill 6,BotMultichill,Operational
736,BotMultichill 4,BotMultichill,Operational
737,BotMultichill 8,BotMultichill,Operational
738,BotMultichill 9,BotMultichill,Task division
739,BotMultichill 2,BotMultichill,Operational
740,BotMultichill,BotMultichill,Interwiki
741,BotMultichill 7,BotMultichill,Information provision
742,BotMultichillT,BotMultichillT,Interwiki
743,BotPuppet,BotPuppet,Operational
744,BotPuppet 2,BotPuppet,Operational
745,BotSottile,BotSottile,Interwiki
746,Bota47,Bota47,Interwiki
747,Botalex,Botalex,Other
748,Botanalisisredes,Botanalisisredes,Other
749,BotanyBot 4,BotanyBot,Operational
750,BotanyBot 3,BotanyBot,Task division
751,BotanyBot,BotanyBot,Task allocation
752,BotanyBot 2,BotanyBot,Operational
753,BotdeSki,BotdeSki,Interwiki
754,Boten Anna,Boten Anna,Other
755,Botlaf,Botlaf,Exception management
756,Botodo,Botodo,Task division
757,Botones,Botones,Other
758,Botpankonin,Botpankonin,Operational
759,Botrie,Botrie,Other
760,Botryoidal,Botryoidal,Operational
761,Bottastic 6,Bottastic,Operational
762,BottenAdaBot,BottenAdaBot,Operational
763,Botx 2,Botx,Interwiki
764,Botx,Botx,Interwiki
765,Botz,Botz,Interwiki
766,Botz~enwiki,Botz~enwiki,Other
767,BoxCrawler,BoxCrawler,Task division
768,BoxOfPaperSlips,BoxOfPaperSlips,Other
769,BracketBot,BracketBot,Exception management
770,BracketBot 2,BracketBot,Reward provision
771,BrackiBot,BrackiBot,Operational
772,BraincricketBot,BraincricketBot,Operational
773,BrainistBot,BrainistBot,Task division
774,BrandonBot,BrandonBot,Operational
775,Broadbot,Broadbot,Interwiki
776,BrokenAnchorBot,BrokenAnchorBot,Operational
777,BrokenRedirectBot,BrokenRedirectBot,Operational
778,Brother Abbott,Brother Abbott,Other
779,BrownBot,BrownBot,Task allocation
780,Bruce Bot,Bruce Bot,Other
781,Brunobot,Brunobot,Task allocation
782,BryanBot,BryanBot,Operational
783,BsherrAWBBOT,BsherrAWBBOT,Operational
784,BsherrAWBBOT 2,BsherrAWBBOT,Operational
785,BsoykaBot 3,BsoykaBot,Operational
786,BsoykaBot,BsoykaBot,Operational
787,BsoykaBot 2,BsoykaBot,Operational
788,BubbleArtBot,BubbleArtBot,Exception management
789,Buffalo Meatbot,Buffalo Meatbot,Exception management
790,BugBot52.4,BugBot52.4,Task division
791,Bulwersator: bot,Bulwersator: bot,Operational
792,BumlaBot,BumlaBot,Other
793,ButlerBlogBot 2,ButlerBlogBot,Operational
794,ButlerBlogBot 3,ButlerBlogBot,Operational
795,ButlerBlogBot 4,ButlerBlogBot,Operational
796,ButlerBlogBot,ButlerBlogBot,Operational
797,Byrialbot,Byrialbot,Interwiki
798,BücherBot,BücherBot,Information provision
799,C1MM-bot 2,C1MM-bot,Operational
800,C1MM-bot,C1MM-bot,Operational
801,CAGBot,CAGBot,Other
802,CAT:TEMP deletion bot,CAT:TEMP deletion bot,Exception management
803,CERabot,CERabot,Interwiki
804,CG-bot,CG-bot,Other
805,CJBot,CJBot,Operational
806,CLT20RecordsUpdateBot,CLT20RecordsUpdateBot,Operational
807,CMoonBot,CMoonBot,Operational
808,COBot 12,COBot,Operational
809,COBot,COBot,Operational
810,COIBot,COIBot,Exception management
811,CSBot,CSBot,Interwiki
812,CSD R1 Deletion Bot,CSD R1 Deletion Bot,Operational
813,CSDCheckBot,CSDCheckBot,Information provision
814,CSDWarnBot,CSDWarnBot,Information provision
815,CSDify,CSDify,Information provision
816,CVT-hater-bot,CVT-hater-bot,Other
817,CX Zoom AWB,CX Zoom AWB,Operational
818,CX42 Bot,CX42 Bot,Other
819,CactusBot,CactusBot,Operational
820,CakeBot,CakeBot,Other
821,CalakBot,CalakBot,Interwiki
822,CanaryBot,CanaryBot,Operational
823,Canucklebot,Canucklebot,Other
824,CapitalBot,CapitalBot,Operational
825,CapsuleBot 2,CapsuleBot,Information provision
826,CapsuleBot,CapsuleBot,Exception management
827,Captainraju1Bot,Captainraju1Bot,Operational
828,CaptainrajuBot,CaptainrajuBot,Operational
829,CaraBot,CaraBot,Exception management
830,CarnivorousBot,CarnivorousBot,Operational
831,CarsracBot,CarsracBot,Interwiki
832,Cartridge-bot,Cartridge-bot,Operational
833,CataBotTsirel,CataBotTsirel,Operational
834,CategoryBot,CategoryBot,Operational
835,CategoryBot~enwiki,CategoryBot~enwiki,Other
836,CategoryWatchlistBot,CategoryWatchlistBot,Information provision
837,CatempBot,CatempBot,Exception management
838,Caypartisbot,Caypartisbot,Interwiki
839,CbmBOT,CbmBOT,Information provision
840,CekPotBot,CekPotBot,Other
841,Cellistbot,Cellistbot,Other
842,CenPop,CenPop,Operational
843,CensusBot 2,CensusBot,Operational
844,CensusBot,CensusBot,Operational
845,CeraBot,CeraBot,Other
846,CeraBot II,CeraBot II,Exception management
847,CeraBot2,CeraBot2,Operational
848,Cerabot 3,Cerabot,Information provision
849,Cerabot 2,Cerabot,Operational
850,Cerabot~enwiki,Cerabot~enwiki,Interwiki
851,Ceradonbot 3,Ceradonbot,Other
852,Ceradonbot,Ceradonbot,Interwiki
853,Ceradonbot 2,Ceradonbot,Operational
854,CerebrumBot,CerebrumBot,Other
855,Cewbot 6,Cewbot,Operational
856,Cewbot 7,Cewbot,Operational
857,Cewbot 3,Cewbot,Task division
858,Cewbot 9,Cewbot,Operational
859,Cewbot 2,Cewbot,Information provision
860,Cewbot 8,Cewbot,Operational
861,Cewbot 4,Cewbot,Information provision
862,Cewbot 12,Cewbot,Other
863,Cewbot 11,Cewbot,Information provision
864,Cewbot 5,Cewbot,Operational
865,Cewbot,Cewbot,Interwiki
866,Cewbot 10,Cewbot,Information provision
867,ChandlerMapBot,ChandlerMapBot,Interwiki
868,Chartbot,Chartbot,Operational
869,Chartbot 2,Chartbot,Operational
870,Chartbot 3,Chartbot,Operational
871,Chartbot 4,Chartbot,Operational
872,Chartbot 5,Chartbot,Operational
873,Chartbot 6,Chartbot,Operational
874,ChayitaBOT,ChayitaBOT,Other
875,CheMoBot 2,CheMoBot,Exception management
876,CheMoBot,CheMoBot,Task allocation
877,CheckBot,CheckBot,Other
878,CheckBot 4,CheckBot,Other
879,CheckBot 3,CheckBot,Other
880,CheckBot 2,CheckBot,Other
881,Cheers!-bot,Cheers!-bot,Other
882,Chem-awb,Chem-awb,Operational
883,ChenzwBot,ChenzwBot,Interwiki
884,Cheong Kok Chun,Cheong Kok Chun,Other
885,Cherybot,Cherybot,Interwiki
886,ChessBOT,ChessBOT,Interwiki
887,ChessRatingBot,ChessRatingBot,Operational
888,Chhora,Chhora,Other
889,ChinaRailwayENGED,ChinaRailwayENGED,Task division
890,Chlewbot,Chlewbot,Other
891,Chobot,Chobot,Interwiki
892,ChoreBot,ChoreBot,Task allocation
893,Chris G Bot 7,Chris G Bot,Operational
894,Chris G Bot 6,Chris G Bot,Exception management
895,Chris G Bot 3,Chris G Bot,Information provision
896,Chris G Bot,Chris G Bot,Information provision
897,Chris G Bot 2,Chris G Bot,Information provision
898,Chris G Bot (2nd Request),Chris G Bot (2nd Request),Exception management
899,Chris G Bot (3rd Request),Chris G Bot (3rd Request),Operational
900,Chris G Bot (4th request),Chris G Bot (4th request),Operational
901,Chris G Bot (5th request),Chris G Bot (5th request),Operational
902,Chris G Bot (6th request),Chris G Bot (6th request),Exception management
903,Chris G Bot (task 3),Chris G Bot (task 3),Operational
904,Chris G Bot 2 2,Chris G Bot 2,Operational
905,Chris G Bot 3 (2nd Request),Chris G Bot 3 (2nd Request),Other
906,Chris G Bot 3 (3rd Request),Chris G Bot 3 (3rd Request),Information provision
907,Chris G Bot2,Chris G Bot2,Operational
908,ChrisSalij Bot,ChrisSalij Bot,Other
909,ChrisSalij Bot 2,ChrisSalij Bot,Other
910,Chrisbot,Chrisbot,Operational
911,ChristieBot,ChristieBot,Information provision
912,ChristieBot 2,ChristieBot,Information provision
913,ChuispastonBot,ChuispastonBot,Interwiki
914,ChzzBot,ChzzBot,Task allocation
915,ChzzBot II,ChzzBot II,Operational
916,ChzzBot III,ChzzBot III,Operational
917,ChzzBot IV,ChzzBot IV,Task allocation
918,ChzzBot V,ChzzBot V,Other
919,CinemaBot,CinemaBot,Operational
920,CircularRedirectsBot,CircularRedirectsBot,Operational
921,Citation bot,Citation bot,Operational
922,Citation bot 8,Citation bot,Operational
923,Citation bot 9,Citation bot,Operational
924,Citation bot 5,Citation bot,Operational
925,Citation bot 1,Citation bot,Operational
926,Citation bot 3,Citation bot,Operational
927,Citation bot 0,Citation bot,Operational
928,Citation bot 2,Citation bot,Operational
929,Citation bot 7,Citation bot,Operational
930,Citation bot 4,Citation bot,Operational
931,Citation bot 6,Citation bot,Operational
932,Citation bot test,Citation bot test,Operational
933,CitationCleanerBot 5,CitationCleanerBot,Operational
934,CitationCleanerBot 2,CitationCleanerBot,Operational
935,CitationCleanerBot,CitationCleanerBot,Operational
936,CitationCleanerBot 4,CitationCleanerBot,Operational
937,CitationCleanerBot 3,CitationCleanerBot,Operational
938,CitationTool,CitationTool,Operational
939,CiteFixBot,CiteFixBot,Operational
940,ClanBot1,ClanBot1,Other
941,CleanBot,CleanBot,Operational
942,CleanSandBoxBot 23,CleanSandBoxBot,Exception management
943,Cleanbot,Cleanbot,Operational
944,CleanupBot,CleanupBot,Operational
945,CleanupBot~enwiki,CleanupBot~enwiki,Task allocation
946,CleanupListingBot,CleanupListingBot,Task allocation
947,CleanupWorklistBot,CleanupWorklistBot,Task division
948,ClerkBot,ClerkBot,Other
949,ClickBot 3,ClickBot,Operational
950,ClickBot 2,ClickBot,Operational
951,ClickBot,ClickBot,Operational
952,ClickBot (usurped),ClickBot (usurped),Operational
953,ClosingBracketBot,ClosingBracketBot,Information provision
954,CloudNineBot,CloudNineBot,Information provision
955,ClueBot,ClueBot,Exception management
956,ClueBot 2,ClueBot,Task allocation
957,ClueBot Commons,ClueBot Commons,Other
958,ClueBot II 2,ClueBot II,Operational
959,ClueBot II,ClueBot II,Task division
960,ClueBot II 3,ClueBot II,Task division
961,ClueBot II 4,ClueBot II,Operational
962,ClueBot III,ClueBot III,Information provision
963,ClueBot IV,ClueBot IV,Information provision
964,ClueBot IV 2,ClueBot IV,Information provision
965,ClueBot IX,ClueBot IX,Other
966,ClueBot NG,ClueBot NG,Other
967,ClueBot NG,ClueBot NG,Other
968,ClueBot NG,ClueBot NG,Exception management
969,ClueBot NG,ClueBot NG,Other
970,ClueBot NG,ClueBot NG,Other
971,ClueBot NG,ClueBot NG,Other
972,ClueBot V,ClueBot V,Operational
973,ClueBot VI,ClueBot VI,Information provision
974,ClueBot VII,ClueBot VII,Other
975,ClueBot VIII,ClueBot VIII,Other
976,ClueBot X,ClueBot X,Other
977,CmdrObot,CmdrObot,Operational
978,CobraBot 2,CobraBot,Operational
979,CobraBot,CobraBot,Operational
980,CobraBot 3,CobraBot,Operational
981,Cocoabot,Cocoabot,Exception management
982,CocuBot,CocuBot,Interwiki
983,Coffeeandcrumbs (Bot),Coffeeandcrumbs (Bot),Other
984,CohesionBot,CohesionBot,Operational
985,CollabBot,CollabBot,Task division
986,CollabRCBot,CollabRCBot,Exception management
987,Collabsearch,Collabsearch,Other
988,Colourful Bot,Colourful Bot,Operational
989,Comics-awb,Comics-awb,Task allocation
990,CommaBot,CommaBot,Other
991,Commander Keane bot,Commander Keane bot,Operational
992,Commonb0t,Commonb0t,Operational
993,Commons fair use upload bot,Commons fair use upload bot,Operational
994,Commons fair use upload bot 3,Commons fair use upload bot,Operational
995,Commons fair use upload bot 2,Commons fair use upload bot,Exception management
996,Commons fair use upload bot (usurped),Commons fair use upload bot (usurped),Other
997,CommonsCategoryBot,CommonsCategoryBot,Operational
998,CommonsDelinker,CommonsDelinker,Exception management
999,CommonsDelinquent,CommonsDelinquent,Operational
1000,CommonsNotification,CommonsNotification,Other
1001,CommonsNotificationBot,CommonsNotificationBot,Information provision
1002,CommonsNotificationBot 2,CommonsNotificationBot,Information provision
1003,Community Tech bot 5,Community Tech bot,Information provision
1004,Community Tech bot 4,Community Tech bot,Information provision
1005,Community Tech bot 2,Community Tech bot,Operational
1006,Community Tech bot,Community Tech bot,Information provision
1007,Community Tech bot 3,Community Tech bot,Information provision
1008,Comonb0t,Comonb0t,Operational
1009,Computermacgyverbot,Computermacgyverbot,Other
1010,ConnectiBot,ConnectiBot,Other
1011,ConnectomeBot,ConnectomeBot,Operational
1012,ConservationStatusAndRangeMapBot,ConservationStatusAndRangeMapBot,Operational
1013,ContentCreationBOT,ContentCreationBOT,Operational
1014,ContinuityBot 4,ContinuityBot,Other
1015,ContinuityBot 3,ContinuityBot,Other
1016,ContinuityBot,ContinuityBot,Other
1017,ContinuityBot 2,ContinuityBot,Other
1018,ConvenantTebot,ConvenantTebot,Exception management
1019,Cookies52,Cookies52,Operational
1020,CopyPatrolBot,CopyPatrolBot,Exception management
1021,CopyToWiktionaryBot,CopyToWiktionaryBot,Operational
1022,CopyvioHelperBot,CopyvioHelperBot,Exception management
1023,CorenANIBot,CorenANIBot,Information provision
1024,CorenBlockMonBot,CorenBlockMonBot,Other
1025,CorenProxyBot,CorenProxyBot,Exception management
1026,CorenSearchBot,CorenSearchBot,Exception management
1027,Coreva-Bot 2,Coreva-Bot,Operational
1028,Coreva-Bot,Coreva-Bot,Exception management
1029,CorrectBot,CorrectBot,Operational
1030,CosineBot,CosineBot,Operational
1031,CountBot,CountBot,Information provision
1032,CounterVandalismBot,CounterVandalismBot,Exception management
1033,CountryBot 2,CountryBot,Task division
1034,CountryBot 3,CountryBot,Operational
1035,CountryBot 4,CountryBot,Task division
1036,CountryBot,CountryBot,Task division
1037,CountyBot,CountyBot,Operational
1038,Courcelles Bot,Courcelles Bot,Operational
1039,CpiralBot,CpiralBot,Operational
1040,CrazynasBot,CrazynasBot,Operational
1041,Cream,Cream,Exception management
1042,Credibility bot,Credibility bot,Information provision
1043,Creffbot,Creffbot,Exception management
1044,CricketBot,CricketBot,Information provision
1045,CrimsonBot 3,CrimsonBot,Operational
1046,CrimsonBot,CrimsonBot,Operational
1047,CrimsonBot 2,CrimsonBot,Operational
1048,CrimsonBot 4,CrimsonBot,Operational
1049,CrispyBot,CrispyBot,Other
1050,Cronbot,Cronbot,Other
1051,Crypticbot,Crypticbot,Other
1052,CultureBot,CultureBot,Other
1053,Curpsbot-unicodify,Curpsbot-unicodify,Operational
1054,CurtaintoadBOT,CurtaintoadBOT,Other
1055,CwengerBot,CwengerBot,Operational
1056,CwraschkeDataBot,CwraschkeDataBot,Interwiki
1057,Cwt96bot,Cwt96bot,Other
1058,Cyberaibot,Cyberaibot,Exception management
1059,Cyberbot,Cyberbot,Other
1060,Cyberbot I 6,Cyberbot I,Task division
1061,Cyberbot I 1,Cyberbot I,Exception management
1062,Cyberbot I 5,Cyberbot I,Other
1063,Cyberbot I 4,Cyberbot I,Other
1064,Cyberbot I 2,Cyberbot I,Information provision
1065,Cyberbot I 3,Cyberbot I,Information provision
1066,Cyberbot I 8,Cyberbot I,Operational
1067,Cyberbot I 7,Cyberbot I,Task allocation
1068,Cyberbot I,Cyberbot I,Other
1069,Cyberbot II 3,Cyberbot II,Operational
1070,Cyberbot II,Cyberbot II,Information provision
1071,Cyberbot II 6,Cyberbot II,Operational
1072,Cyberbot II 1,Cyberbot II,Operational
1073,Cyberbot II 2,Cyberbot II,Operational
1074,Cyberbot II 4,Cyberbot II,Exception management
1075,Cyberbot II 5,Cyberbot II,Operational
1076,Cyberbot II 5a,Cyberbot II 5a,Operational
1077,Cyberbot III,Cyberbot III,Other
1078,Cyberbot Trial Bot,Cyberbot Trial Bot,Other
1079,Cydebot 3,Cydebot,Exception management
1080,Cydebot,Cydebot,Operational
1081,Cydebot 2,Cydebot,Information provision
1082,Cydebot 4,Cydebot,Operational
1083,Cypbotproto,Cypbotproto,Information provision
1084,CyroBot~enwiki,CyroBot~enwiki,Interwiki
1085,D'ohBot,D'ohBot,Interwiki
1086,D6,D6,Other
1087,DABbot,DABbot,Operational
1088,DASHBot 12,DASHBot,Operational
1089,DASHBot 15,DASHBot,Exception management
1090,DASHBot 4,DASHBot,Exception management
1091,DASHBot,DASHBot,Operational
1092,DASHBot 8,DASHBot,Operational
1093,DASHBot 13,DASHBot,Operational
1094,DASHBot 19,DASHBot,Operational
1095,DASHBot 6,DASHBot,Information provision
1096,DASHBot 11,DASHBot,Operational
1097,DASHBot 11,DASHBot,Other
1098,DASHBot 18,DASHBot,Information provision
1099,DASHBot 9,DASHBot,Operational
1100,DASHBot 14,DASHBot,Operational
1101,DASHBot 10,DASHBot,Exception management
1102,DASHBot 16,DASHBot,Operational
1103,DASHBot 5,DASHBot,Exception management
1104,DASHBot 5,DASHBot,Other
1105,DASHBot 17,DASHBot,Operational
1106,DASHBot 2,DASHBot,Operational
1107,DASHBot 7,DASHBot,Operational
1108,DASHBot 3,DASHBot,Task allocation
1109,DASHBot 3.14,DASHBot 3.14,Task allocation
1110,DASHBot 9.5,DASHBot 9.5,Operational
1111,DASHBot WebCite,DASHBot WebCite,Operational
1112,DASHBotAV,DASHBotAV,Exception management
1113,DEagleBot,DEagleBot,Interwiki
1114,DFBot,DFBot,Information provision
1115,DFBot 2,DFBot,Information provision
